public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median,PEG_1yrforward_Median,PEG_ltgforward_Median
20091231,Financials,787,0.027339,-0.012079,0.537,0.347,1.192,10.378,2.67%,11.340,4.795,5.432,5.463,7.904,7.917,1.106,0.810,0.299,0.029,0.013,0.016,0.000,0.410,0.024,0.145,0.174,0.125,0.162,0.023,0.013,0.039,0.015,0.434,0.557,0.440,0.656,0.000,0.235,0.906,0.396,0.014,0.059,0.058,0.206,0.506,0.503,4.130,0.785,0.067,0.056,0.106,55.632,8.388,0.894,0.135,0.892,1.544,2.661,256.959,0.957,1.955,1.814,0.060,5.102,0.059,0.092,0.683,0.360,2.726,0.014,0.000,0.007,0.221,-0.054,0.845
20091231,Health Care,600,0.080032,0.028754,0.000,0.074,0.397,-1.695,1.88%,4.497,4.749,-1.943,-1.710,-0.844,-0.844,2.449,2.498,0.335,0.277,-0.004,-0.006,0.000,0.390,-0.017,0.025,0.051,0.012,0.042,-0.018,0.045,0.032,-0.069,0.039,0.923,0.054,0.138,0.042,0.196,0.794,0.224,0.053,0.763,0.017,0.216,0.163,0.638,0.000,0.040,0.093,0.071,0.106,4.627,0.593,0.413,0.097,0.234,0.976,2.390,87.012,1.414,2.644,2.239,0.714,3.533,10.052,6.516,1.258,1.027,2.082,0.073,0.093,0.000,0.000,-0.104,1.048
20091231,Industrials,572,0.076059,0.030239,0.024,0.449,0.664,14.630,1.74%,7.731,6.794,9.997,9.837,12.824,13.116,0.737,1.543,0.350,0.277,0.040,0.040,0.044,0.276,0.019,0.055,0.090,0.089,0.131,0.026,0.100,0.088,0.036,0.224,0.760,0.226,0.312,0.238,0.376,0.722,0.431,0.157,0.147,0.050,0.139,0.453,0.494,1.417,0.268,0.075,0.063,0.283,2.592,0.980,0.524,0.186,0.375,1.929,4.027,83.140,0.385,2.047,1.428,1.046,5.080,9.953,6.272,2.242,1.632,4.511,0.083,0.000,0.000,0.000,-0.321,1.144
20091231,Information Technology,704,0.096736,0.062613,0.000,0.036,0.558,13.463,1.70%,8.280,9.316,-1.463,-1.480,5.976,5.921,1.681,1.874,0.298,0.360,-0.024,-0.026,0.000,0.487,-0.020,0.020,0.066,0.027,0.043,-0.022,0.061,0.026,-0.029,0.007,0.989,0.008,0.047,0.079,0.235,0.808,0.332,0.209,0.805,0.025,0.288,0.248,0.763,0.000,0.007,0.087,0.064,0.014,4.432,0.512,0.350,0.031,0.151,-0.595,1.940,77.955,1.253,2.619,2.108,0.776,4.234,7.477,5.899,1.249,1.099,2.241,0.104,0.115,0.000,0.000,-0.069,0.835
20091231,Materials,181,0.078510,0.021800,0.191,0.196,0.633,14.450,1.69%,7.388,6.001,4.576,4.111,9.995,10.303,0.829,1.750,0.307,0.204,0.028,0.028,0.045,0.238,0.013,0.054,0.099,0.064,0.082,0.022,0.093,0.067,0.038,0.334,0.651,0.334,0.370,0.328,0.341,0.603,0.628,0.127,0.122,0.056,0.097,0.537,0.331,2.037,0.477,0.074,0.063,0.371,1.436,1.229,0.562,0.254,0.436,1.849,2.784,80.490,0.370,2.164,1.427,0.887,5.596,9.332,7.137,2.225,1.301,4.306,0.081,0.002,0.000,0.000,-0.101,1.049
20091231,Telecommunication Services,52,0.111022,0.055415,0.227,0.721,0.566,12.702,7.16%,5.624,4.156,9.951,10.627,10.034,10.034,1.141,2.034,0.371,0.277,0.001,-0.001,0.033,0.582,0.005,0.109,0.262,0.072,0.110,0.008,0.139,0.068,0.002,0.501,0.466,0.501,0.545,0.038,0.345,0.449,0.995,0.151,0.114,0.210,0.046,1.227,0.210,2.361,0.798,0.076,0.075,0.596,1.582,1.516,0.647,0.404,0.567,1.067,1.321,21.563,0.603,1.510,1.377,0.575,17.272,7.769,9.905,1.641,0.749,8.094,0.101,0.000,0.003,0.000,-0.090,0.981
20091231,Utilities,103,0.054837,0.056073,0.608,1.356,0.945,16.593,4.09%,8.116,5.436,13.553,13.444,13.831,13.831,1.136,1.129,0.344,0.090,0.090,0.090,0.068,0.246,0.069,0.151,0.243,0.071,0.085,0.101,0.091,0.089,0.070,0.507,0.480,0.505,0.585,0.162,0.324,0.008,0.592,0.081,0.022,0.165,0.104,0.711,0.182,3.830,0.743,0.068,0.059,0.435,1.024,2.438,0.707,0.349,0.563,2.232,2.704,28.941,0.114,1.069,0.818,0.376,11.984,9.020,9.257,1.295,0.596,11.820,0.048,0.000,0.000,0.000,-0.069,2.335
20100131,Consumer Discretionary,606,-0.000817,-0.025602,0.000,0.221,0.630,11.460,2.14%,7.154,5.889,2.575,2.575,9.744,10.342,0.604,1.579,0.364,0.396,0.014,0.014,0.012,0.344,0.001,0.053,0.095,0.089,0.133,0.007,0.101,0.084,0.005,0.250,0.731,0.251,0.361,0.260,0.245,0.718,0.497,0.158,0.155,0.047,0.102,0.506,0.525,1.380,0.279,0.080,0.065,0.273,2.260,0.996,0.549,0.218,0.439,0.896,2.445,68.535,0.381,1.716,1.102,1.241,5.232,9.793,10.439,2.652,1.858,5.224,0.112,0.000,0.014,0.000,-0.041,0.835
20100131,Consumer Staples,173,-0.018075,-0.010073,0.161,0.675,0.545,17.175,2.50%,7.711,7.922,13.086,13.067,12.994,12.994,0.791,1.888,0.351,0.409,0.129,0.129,0.101,0.356,0.038,0.078,0.101,0.163,0.259,0.055,0.147,0.164,0.118,0.264,0.720,0.266,0.384,0.357,0.255,0.678,0.568,0.173,0.142,0.065,0.144,0.666,0.460,1.370,0.327,0.070,0.059,0.363,2.106,1.060,0.524,0.250,0.429,4.880,7.310,58.972,0.327,1.783,1.051,1.332,6.022,10.156,11.303,3.085,1.995,7.297,0.065,0.000,0.006,0.000,0.226,1.312
20100131,Energy,222,-0.021246,-0.045400,0.000,0.196,0.748,8.635,1.22%,5.107,4.896,-1.536,-1.326,-0.600,-0.600,1.666,1.364,0.345,0.127,-0.042,-0.045,-0.007,0.245,-0.053,0.012,0.135,0.001,0.001,-0.066,0.082,0.001,-0.045,0.304,0.676,0.304,0.341,0.065,0.352,-0.169,0.761,0.255,0.088,0.072,0.032,0.455,0.254,0.642,0.378,0.071,0.066,0.412,0.797,0.958,0.515,0.236,0.408,-0.395,0.412,44.072,0.309,1.475,1.246,0.360,15.445,8.884,5.456,0.973,0.518,4.166,0.135,0.000,0.000,0.000,-0.165,-0.108
20100131,Financials,785,0.050111,0.002591,0.538,0.339,1.192,10.554,2.80%,11.330,4.890,5.462,5.399,7.588,7.822,1.148,0.820,0.299,0.029,0.014,0.016,0.000,0.411,0.024,0.146,0.173,0.128,0.223,0.025,0.013,0.039,0.015,0.433,0.557,0.439,0.656,0.000,0.235,0.906,0.420,0.014,0.059,0.059,0.206,0.532,0.498,4.127,0.783,0.067,0.056,0.105,55.632,8.373,0.894,0.135,0.892,1.548,2.678,255.735,0.939,2.023,1.911,0.060,5.102,0.059,0.092,0.681,0.358,2.632,0.014,0.000,0.007,0.222,-0.049,0.776
20100131,Health Care,595,-0.000808,0.001627,0.000,0.067,0.397,-1.923,1.86%,4.618,4.814,-1.798,-1.766,-0.748,-0.748,2.354,2.486,0.335,0.279,-0.006,-0.007,0.000,0.393,-0.017,0.026,0.054,0.014,0.044,-0.016,0.047,0.033,-0.068,0.039,0.929,0.052,0.135,0.041,0.196,0.794,0.228,0.058,0.770,0.019,0.216,0.170,0.638,0.000,0.040,0.092,0.071,0.107,4.505,0.586,0.412,0.096,0.234,0.995,2.394,87.012,1.451,2.647,2.251,0.710,3.488,10.053,6.516,1.257,1.021,2.075,0.073,0.093,0.000,0.000,-0.104,1.028
20100131,Industrials,572,-0.032830,-0.023405,0.017,0.448,0.653,13.796,1.79%,7.787,6.496,9.592,9.440,12.472,12.525,0.704,1.472,0.350,0.276,0.042,0.042,0.046,0.278,0.019,0.056,0.091,0.089,0.131,0.027,0.100,0.088,0.039,0.222,0.762,0.223,0.310,0.240,0.378,0.722,0.434,0.156,0.149,0.051,0.138,0.456,0.494,1.417,0.256,0.075,0.063,0.280,2.585,0.978,0.523,0.186,0.375,1.933,4.010,84.078,0.387,2.049,1.433,1.031,4.976,9.939,6.260,2.235,1.621,4.464,0.083,0.000,0.000,0.000,-0.278,1.101
20100131,Information Technology,705,-0.029599,-0.080538,0.000,0.035,0.558,12.957,1.86%,8.226,8.907,-1.405,-1.416,6.592,6.605,1.635,1.793,0.302,0.362,-0.024,-0.024,0.000,0.489,-0.019,0.021,0.067,0.028,0.043,-0.019,0.061,0.029,-0.026,0.007,0.989,0.008,0.046,0.078,0.235,0.810,0.334,0.210,0.803,0.026,0.288,0.249,0.764,0.000,0.007,0.087,0.063,0.013,4.450,0.511,0.350,0.031,0.153,-0.574,2.008,77.955,1.249,2.578,2.087,0.773,4.246,7.504,5.899,1.232,1.096,2.241,0.104,0.114,0.000,0.000,-0.065,0.808
20100131,Materials,184,-0.044640,-0.083223,0.190,0.202,0.622,14.594,1.76%,7.472,5.808,5.612,5.275,9.720,10.131,0.809,1.677,0.305,0.204,0.044,0.044,0.047,0.241,0.019,0.055,0.101,0.064,0.082,0.025,0.094,0.069,0.041,0.333,0.654,0.334,0.370,0.326,0.342,0.595,0.624,0.130,0.125,0.058,0.098,0.552,0.331,2.023,0.474,0.074,0.064,0.364,1.433,1.221,0.558,0.252,0.440,1.923,3.120,79.889,0.374,2.165,1.433,0.889,5.597,9.380,7.140,2.220,1.302,4.287,0.080,0.002,0.000,0.000,-0.124,1.078
20100131,Telecommunication Services,52,-0.071969,-0.080105,0.227,0.454,0.566,11.587,7.25%,5.624,3.689,9.004,10.345,9.801,9.801,1.108,1.958,0.371,0.277,0.001,-0.001,0.033,0.582,0.005,0.109,0.262,0.072,0.110,0.008,0.139,0.068,0.002,0.501,0.466,0.501,0.545,0.038,0.345,0.449,0.995,0.151,0.114,0.210,0.046,1.227,0.210,2.361,0.798,0.076,0.075,0.596,1.582,1.516,0.647,0.404,0.567,1.067,1.321,21.563,0.603,1.510,1.377,0.575,17.272,7.769,9.905,1.641,0.749,8.094,0.101,0.000,0.003,0.000,-0.037,1.280
20100131,Utilities,103,-0.038227,-0.046333,0.608,1.287,0.945,15.775,4.30%,8.116,5.197,13.063,12.966,13.397,13.397,1.100,1.092,0.344,0.090,0.090,0.090,0.068,0.244,0.069,0.151,0.243,0.071,0.085,0.101,0.091,0.089,0.070,0.507,0.480,0.505,0.585,0.162,0.324,0.008,0.592,0.081,0.022,0.165,0.104,0.711,0.182,3.830,0.743,0.068,0.059,0.435,1.024,2.438,0.707,0.349,0.563,2.232,2.704,28.941,0.114,1.069,0.818,0.376,11.984,9.112,9.257,1.295,0.596,11.820,0.048,0.000,0.000,0.000,-0.065,2.149
20100228,Consumer Discretionary,604,0.059765,0.058449,0.000,0.262,0.654,11.738,2.00%,7.777,6.411,11.617,11.509,12.701,12.877,0.647,1.645,0.361,0.398,0.052,0.052,0.051,0.349,0.017,0.055,0.097,0.094,0.141,0.026,0.107,0.091,0.050,0.258,0.725,0.257,0.347,0.243,0.233,0.730,0.525,0.180,0.182,0.057,0.077,0.541,0.522,1.196,0.278,0.079,0.065,0.299,2.267,0.986,0.536,0.214,0.416,1.767,2.741,68.429,0.463,1.768,1.136,1.248,5.166,10.221,10.676,2.676,1.848,5.174,0.095,0.000,0.014,0.000,-0.001,1.079
20100228,Consumer Staples,174,0.041680,0.028767,0.149,0.892,0.531,17.523,2.35%,7.887,8.136,14.412,14.412,14.457,14.620,0.837,1.926,0.348,0.401,0.138,0.138,0.113,0.348,0.043,0.076,0.108,0.161,0.256,0.060,0.145,0.166,0.131,0.244,0.728,0.243,0.348,0.338,0.265,0.706,0.572,0.176,0.144,0.072,0.110,0.707,0.454,1.382,0.304,0.074,0.062,0.365,2.073,0.981,0.511,0.235,0.392,5.393,7.996,54.945,0.353,1.817,1.132,1.368,6.473,10.919,11.718,3.095,1.994,7.251,0.061,0.000,0.006,0.000,0.287,1.303
20100228,Energy,224,0.043136,0.029694,0.000,0.075,0.713,9.349,1.14%,7.715,5.440,-1.464,-1.479,-1.389,-1.389,1.833,1.458,0.329,0.124,-0.023,-0.024,-0.000,0.289,-0.037,0.003,0.151,0.001,0.002,-0.047,0.077,0.001,-0.025,0.282,0.694,0.284,0.312,0.066,0.389,0.068,0.775,0.185,0.098,0.113,0.022,0.644,0.271,1.091,0.333,0.075,0.069,0.405,0.760,0.872,0.509,0.226,0.384,-0.022,0.103,54.379,0.366,1.556,1.254,0.346,13.557,6.415,5.049,0.795,0.482,4.099,0.117,0.000,0.000,0.000,-0.106,-0.174
20100228,Financials,784,0.021844,0.033708,0.371,0.383,1.203,10.936,2.60%,10.573,6.158,7.958,7.961,8.804,8.805,1.165,0.860,0.295,0.030,0.024,0.028,0.000,0.401,0.041,0.156,0.188,0.139,0.256,0.056,0.014,0.047,0.030,0.377,0.570,0.375,0.622,0.000,0.254,0.901,0.455,0.011,0.067,0.077,0.288,0.511,0.449,3.510,0.622,0.065,0.053,0.082,56.635,8.415,0.895,0.119,0.894,3.187,4.133,240.782,0.834,2.088,1.937,0.061,5.149,0.060,0.094,0.684,0.390,2.792,0.009,0.000,0.005,0.232,-0.009,1.014
20100228,Health Care,593,0.024204,0.007216,0.000,0.173,0.404,-2.041,1.78%,5.772,4.761,-0.821,-0.679,2.229,2.384,2.298,2.483,0.331,0.289,0.014,0.008,0.001,0.432,0.004,0.036,0.067,0.030,0.052,0.011,0.068,0.040,0.006,0.020,0.951,0.028,0.104,0.042,0.195,0.805,0.215,0.080,0.800,0.037,0.192,0.256,0.642,0.000,0.022,0.085,0.067,0.058,4.548,0.558,0.396,0.067,0.179,1.680,2.962,87.386,1.454,2.703,2.364,0.699,3.471,10.358,6.470,1.195,0.998,2.001,0.069,0.092,0.000,0.000,-0.052,1.143
20100228,Industrials,570,0.040496,0.049676,0.000,0.349,0.653,14.393,1.79%,8.957,6.947,11.713,11.744,13.745,13.882,0.747,1.555,0.334,0.273,0.052,0.052,0.053,0.282,0.022,0.056,0.094,0.087,0.128,0.031,0.101,0.086,0.046,0.196,0.783,0.201,0.273,0.217,0.367,0.762,0.434,0.172,0.199,0.058,0.114,0.466,0.506,1.320,0.228,0.076,0.064,0.263,2.508,0.911,0.498,0.174,0.354,2.210,3.640,83.496,0.474,2.097,1.541,1.011,5.067,9.745,6.097,2.116,1.541,4.273,0.074,0.000,0.000,0.000,-0.084,1.329
20100228,Information Technology,702,0.052762,0.043808,0.000,0.077,0.542,13.270,1.81%,10.174,9.395,-0.264,-0.258,8.716,8.433,1.713,1.879,0.286,0.354,0.003,0.003,0.000,0.492,0.001,0.027,0.071,0.034,0.055,0.001,0.066,0.037,0.001,0.002,0.996,0.003,0.027,0.073,0.225,0.820,0.331,0.209,0.904,0.052,0.269,0.251,0.773,0.000,0.002,0.083,0.063,0.006,4.624,0.488,0.346,0.020,0.140,0.683,2.452,80.812,1.388,2.552,2.204,0.764,4.257,7.084,5.811,1.196,1.059,2.167,0.090,0.113,0.000,0.000,-0.033,1.057
20100228,Materials,186,0.056433,0.057604,0.172,0.278,0.572,14.695,1.77%,8.335,6.402,11.085,10.312,13.556,13.752,0.865,1.643,0.323,0.207,0.071,0.070,0.071,0.258,0.029,0.059,0.115,0.064,0.084,0.044,0.102,0.072,0.061,0.300,0.687,0.298,0.341,0.306,0.326,0.657,0.634,0.187,0.174,0.077,0.077,0.627,0.318,1.813,0.406,0.072,0.065,0.362,1.444,1.152,0.542,0.220,0.395,2.519,2.992,83.061,0.521,2.302,1.512,0.867,5.472,8.858,6.977,2.022,1.256,3.755,0.075,0.002,0.000,0.000,0.141,1.720
20100228,Telecommunication Services,52,0.013292,-0.004958,0.271,0.109,0.491,7.299,6.91%,6.660,3.883,4.704,6.763,8.202,8.284,1.190,1.999,0.356,0.281,0.027,0.008,0.065,0.584,0.006,0.094,0.251,0.065,0.109,0.013,0.137,0.062,0.026,0.522,0.473,0.483,0.490,0.033,0.297,0.400,0.899,0.141,0.121,0.200,0.036,1.151,0.220,3.043,0.819,0.076,0.076,0.557,1.565,1.413,0.629,0.391,0.561,1.319,1.319,24.890,0.600,1.545,1.432,0.520,18.482,7.761,9.714,1.566,0.688,5.735,0.108,0.000,0.002,0.000,-0.088,0.687
20100228,Utilities,103,-0.002307,-0.009104,0.618,1.664,0.918,15.067,4.44%,8.729,4.934,13.744,13.744,14.165,14.238,1.120,1.069,0.340,0.089,0.096,0.095,0.071,0.247,0.071,0.152,0.241,0.068,0.083,0.101,0.086,0.088,0.073,0.503,0.487,0.502,0.578,0.173,0.415,0.082,0.612,0.105,0.020,0.172,0.103,0.704,0.170,3.998,0.729,0.070,0.059,0.444,1.017,2.344,0.699,0.347,0.565,2.314,2.787,38.479,0.122,1.093,0.840,0.357,11.827,8.068,7.044,1.205,0.579,11.322,0.050,0.000,0.000,0.000,0.665,2.332
20100331,Consumer Discretionary,600,0.109811,0.086020,0.000,0.289,0.651,13.086,1.81%,7.824,6.986,13.948,13.858,14.666,15.101,0.701,1.783,0.356,0.403,0.062,0.060,0.058,0.354,0.019,0.057,0.101,0.101,0.148,0.028,0.111,0.094,0.057,0.257,0.733,0.256,0.342,0.241,0.237,0.740,0.526,0.196,0.198,0.059,0.072,0.564,0.519,1.196,0.278,0.079,0.066,0.297,2.276,0.959,0.530,0.211,0.410,1.909,2.927,67.579,0.500,1.791,1.164,1.249,5.233,10.487,10.668,2.568,1.855,5.096,0.096,0.000,0.014,0.000,0.226,1.260
