public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median,PEG_1yrforward_Median,PEG_ltgforward_Median
20020831,Utilities,116,0.035603,0.034987,0.732,1.155,0.845,15.568,4.72%,9.273,5.113,12.211,11.000,11.936,11.936,0.895,1.101,0.360,0.096,0.102,0.099,0.078,0.237,0.055,0.147,0.233,0.080,0.107,0.085,0.095,0.091,0.076,0.550,0.437,0.542,0.698,0.121,0.434,0.124,0.383,0.082,0.021,0.146,0.169,0.551,0.245,4.319,0.911,0.077,0.063,0.479,1.225,2.730,0.728,0.420,0.646,1.946,2.407,29.792,0.085,0.826,0.687,0.394,16.756,8.324,7.104,1.553,0.656,19.122,0.043,0.000,0.000,0.000,0.034,1.888
20020930,Consumer Discretionary,868,-0.076717,-0.080447,0.000,0.259,0.620,11.050,1.42%,7.990,5.038,8.719,7.256,8.778,9.010,0.468,1.184,0.377,0.398,0.063,0.061,0.063,0.312,0.019,0.053,0.090,0.095,0.144,0.028,0.115,0.097,0.063,0.259,0.721,0.260,0.376,0.342,0.289,0.605,0.427,0.159,0.088,0.059,0.176,0.493,0.587,1.573,0.321,0.099,0.077,0.316,2.173,1.064,0.528,0.253,0.438,2.130,2.816,72.660,0.204,1.621,0.949,1.370,4.974,9.860,9.091,2.954,2.025,5.903,0.078,0.000,0.006,0.000,0.230,0.740
20020930,Consumer Staples,203,-0.065751,-0.069818,0.062,0.342,0.528,13.963,2.07%,8.168,6.091,11.614,11.525,11.085,11.111,0.555,1.572,0.370,0.431,0.108,0.107,0.088,0.340,0.025,0.056,0.089,0.119,0.190,0.042,0.137,0.123,0.101,0.363,0.608,0.363,0.491,0.434,0.320,0.617,0.431,0.158,0.060,0.057,0.132,0.565,0.450,2.090,0.469,0.085,0.069,0.409,1.712,1.282,0.574,0.331,0.504,2.684,3.817,59.004,0.144,1.555,0.847,1.361,5.704,10.683,10.503,3.375,2.146,7.434,0.061,0.000,0.007,0.000,0.507,1.323
20020930,Energy,191,-0.046732,-0.077902,0.000,0.016,0.667,14.590,1.77%,7.697,5.100,4.166,2.907,6.037,6.052,1.485,1.277,0.356,0.182,0.038,0.038,0.045,0.373,0.022,0.077,0.223,0.046,0.059,0.034,0.122,0.058,0.031,0.331,0.630,0.325,0.375,0.047,0.499,-0.316,0.767,0.290,0.057,0.165,0.041,0.833,0.303,2.008,0.463,0.075,0.069,0.497,0.759,0.990,0.516,0.271,0.409,1.803,1.850,50.445,0.192,1.250,1.094,0.384,13.992,5.148,5.200,0.882,0.518,6.396,0.102,0.000,0.000,0.000,-0.258,0.597
20020930,Financials,982,-0.035834,-0.104900,0.000,0.655,0.656,15.935,2.51%,11.435,3.324,11.713,11.417,11.516,11.809,1.733,1.372,0.334,0.043,0.108,0.108,0.000,0.541,0.118,0.264,0.302,0.083,0.210,0.175,0.025,0.087,0.107,0.418,0.583,0.423,0.650,0.000,0.334,0.940,0.336,0.032,0.066,0.152,0.200,0.358,0.523,4.829,0.717,0.080,0.061,0.098,58.219,9.434,0.904,0.132,0.903,1.919,2.191,275.547,0.466,1.508,1.479,0.078,8.614,0.050,0.124,0.895,0.476,4.507,0.014,0.000,0.000,0.175,0.517,1.128
20020930,Health Care,746,-0.080674,-0.057125,0.000,-0.003,0.376,-1.535,.929%,-1.163,-0.424,-1.282,-1.209,-1.250,-1.253,2.262,2.090,0.354,0.249,-0.052,-0.073,0.000,0.357,-0.064,-0.036,0.006,-0.067,-0.087,-0.062,-0.012,-0.046,-0.092,0.043,0.914,0.046,0.106,0.068,0.204,0.666,-0.073,-0.028,0.931,-0.008,0.259,-0.077,0.736,0.000,0.047,0.110,0.079,0.129,2.541,0.387,0.317,0.079,0.188,-1.098,-0.317,89.692,1.498,3.201,2.641,0.655,3.579,8.765,5.641,1.082,0.886,1.783,0.057,0.106,0.000,0.000,-0.044,0.476
20020930,Industrials,755,-0.082836,-0.114059,0.000,0.240,0.632,11.166,1.96%,8.217,4.679,7.627,4.963,8.923,9.176,0.499,1.174,0.372,0.287,0.049,0.045,0.052,0.271,0.017,0.050,0.088,0.076,0.122,0.027,0.100,0.081,0.045,0.247,0.730,0.248,0.357,0.197,0.425,0.658,0.358,0.155,0.098,0.057,0.178,0.406,0.552,1.538,0.316,0.092,0.070,0.317,2.174,1.072,0.542,0.228,0.414,1.996,2.914,79.934,0.217,1.698,1.258,1.078,5.689,10.185,6.059,2.420,1.658,5.183,0.077,0.000,0.000,0.000,0.129,0.828
20020930,Information Technology,1181,-0.147621,-0.173440,0.000,-0.006,0.625,-0.456,1.75%,-1.593,1.468,-1.492,-1.580,-1.530,-1.548,0.886,1.026,0.340,0.307,-0.161,-0.163,0.000,0.418,-0.162,-0.124,-0.030,-0.117,-0.148,-0.175,-0.022,-0.110,-0.178,0.010,0.979,0.011,0.048,0.062,0.229,0.694,0.045,0.012,0.951,-0.064,0.461,-0.109,0.862,0.000,0.010,0.144,0.080,0.025,3.189,0.445,0.327,0.035,0.138,-6.844,-5.569,81.114,1.276,2.619,2.153,0.719,4.312,6.732,5.392,1.135,1.008,1.876,0.134,0.156,0.000,0.000,-0.041,-0.060
20020930,Materials,215,-0.093694,-0.115328,0.217,0.162,0.760,12.205,2.24%,8.167,4.421,5.833,2.595,7.704,7.778,0.501,1.114,0.360,0.210,0.030,0.036,0.049,0.249,0.014,0.054,0.108,0.058,0.082,0.020,0.094,0.065,0.026,0.385,0.600,0.384,0.461,0.387,0.390,0.610,0.429,0.120,0.036,0.069,0.136,0.524,0.356,2.842,0.574,0.085,0.071,0.444,1.500,1.547,0.613,0.300,0.521,1.322,1.783,80.914,0.112,1.750,1.001,0.838,5.200,8.770,6.739,2.400,1.284,5.776,0.069,0.000,0.000,0.000,-0.021,0.752
20020930,Telecommunication Services,88,-0.165212,-0.138955,0.282,-0.004,0.795,-0.226,3.40%,6.589,1.394,-0.265,-0.286,-0.204,-0.204,0.490,0.691,0.386,0.167,-0.059,-0.185,-0.013,0.425,-0.251,-0.055,0.162,-0.017,0.000,-0.262,0.061,-0.013,-0.211,0.535,0.390,0.504,0.611,0.037,0.424,0.110,0.248,0.033,0.104,-0.060,0.091,0.439,0.276,1.223,0.901,0.096,0.084,0.592,1.471,1.524,0.657,0.452,0.594,-0.769,-0.131,28.484,0.499,1.518,1.328,0.433,21.817,6.514,6.280,1.201,0.534,2.963,0.142,0.000,0.000,0.000,-0.023,-0.029
20020930,Utilities,115,-0.078539,-0.113563,0.728,1.099,0.843,14.649,5.06%,9.102,4.629,11.788,10.909,11.065,11.065,0.847,1.071,0.360,0.096,0.102,0.098,0.078,0.238,0.056,0.148,0.235,0.080,0.107,0.085,0.095,0.091,0.076,0.551,0.435,0.549,0.693,0.120,0.433,0.132,0.386,0.082,0.022,0.147,0.169,0.552,0.242,4.295,0.913,0.077,0.063,0.480,1.209,2.718,0.727,0.420,0.646,1.941,2.402,29.540,0.085,0.830,0.696,0.393,16.599,8.351,7.137,1.528,0.656,19.122,0.043,0.000,0.000,0.000,0.050,1.755
20021031,Consumer Discretionary,861,0.020709,0.060989,0.000,0.243,0.630,10.655,1.43%,7.977,4.944,8.908,7.107,8.629,8.918,0.463,1.182,0.377,0.400,0.064,0.063,0.064,0.315,0.020,0.053,0.091,0.099,0.147,0.030,0.116,0.098,0.066,0.258,0.720,0.259,0.374,0.341,0.284,0.602,0.426,0.159,0.088,0.059,0.176,0.493,0.587,1.577,0.320,0.099,0.077,0.316,2.178,1.057,0.526,0.253,0.438,2.152,2.849,72.623,0.202,1.634,0.953,1.370,4.951,9.881,9.091,2.946,2.010,5.889,0.074,0.000,0.006,0.000,0.224,0.734
20021031,Consumer Staples,203,0.019160,0.035212,0.068,0.362,0.559,14.507,1.94%,8.113,6.446,11.667,11.495,11.023,11.283,0.549,1.630,0.373,0.435,0.108,0.106,0.088,0.341,0.026,0.056,0.088,0.118,0.187,0.042,0.134,0.123,0.100,0.363,0.611,0.361,0.490,0.434,0.318,0.615,0.423,0.158,0.063,0.057,0.133,0.565,0.454,2.073,0.462,0.085,0.068,0.403,1.705,1.249,0.572,0.325,0.499,2.777,3.849,59.203,0.149,1.560,0.862,1.382,5.639,10.683,10.552,3.375,2.146,7.088,0.058,0.000,0.006,0.000,0.516,1.371
20021031,Energy,188,0.015740,0.032285,0.000,0.022,0.682,14.857,1.81%,7.712,5.486,4.301,2.838,6.486,6.486,1.482,1.262,0.356,0.182,0.037,0.037,0.044,0.373,0.022,0.074,0.220,0.047,0.059,0.033,0.122,0.058,0.031,0.333,0.628,0.328,0.375,0.048,0.497,-0.329,0.764,0.281,0.057,0.164,0.038,0.828,0.289,2.001,0.469,0.075,0.069,0.503,0.766,0.990,0.509,0.275,0.409,1.803,1.846,50.445,0.193,1.273,1.103,0.386,14.159,5.155,5.196,0.885,0.523,6.311,0.102,0.000,0.000,0.000,-0.255,0.652
20021031,Financials,977,0.017079,0.076508,0.000,0.661,0.657,16.385,2.44%,11.435,3.283,11.788,11.578,11.692,11.822,1.780,1.391,0.334,0.044,0.108,0.108,0.000,0.541,0.118,0.265,0.303,0.101,0.210,0.175,0.025,0.088,0.107,0.419,0.583,0.425,0.650,0.000,0.304,0.941,0.341,0.032,0.066,0.152,0.198,0.372,0.523,4.889,0.724,0.079,0.061,0.098,58.329,9.462,0.904,0.131,0.903,2.073,2.311,281.941,0.518,1.508,1.479,0.078,8.569,0.050,0.124,0.895,0.473,4.414,0.013,0.000,0.000,0.176,0.522,1.142
20021031,Health Care,741,0.046997,0.050308,0.000,-0.003,0.378,-1.527,.840%,-0.999,-0.337,-1.283,-1.216,-1.205,-1.206,2.240,2.082,0.357,0.254,-0.052,-0.073,0.000,0.354,-0.062,-0.030,0.010,-0.061,-0.088,-0.057,-0.006,-0.041,-0.084,0.045,0.908,0.046,0.107,0.068,0.204,0.667,-0.064,-0.019,0.949,-0.006,0.254,-0.045,0.732,0.000,0.048,0.110,0.078,0.129,2.517,0.389,0.315,0.079,0.189,-0.771,-0.304,89.710,1.525,3.220,2.697,0.662,3.606,8.827,5.648,1.083,0.895,1.771,0.056,0.103,0.000,0.000,-0.054,0.449
20021031,Industrials,741,0.017139,0.036721,0.000,0.262,0.654,11.316,1.96%,8.215,4.839,8.033,5.586,9.048,9.230,0.520,1.184,0.372,0.291,0.051,0.049,0.053,0.271,0.018,0.051,0.089,0.078,0.124,0.029,0.101,0.083,0.047,0.247,0.730,0.248,0.352,0.199,0.425,0.658,0.365,0.155,0.097,0.058,0.176,0.415,0.545,1.575,0.318,0.092,0.070,0.321,2.218,1.085,0.540,0.227,0.409,2.036,2.981,80.296,0.214,1.716,1.259,1.078,5.674,10.288,6.049,2.401,1.658,5.255,0.076,0.000,0.000,0.000,0.126,0.852
20021031,Information Technology,1163,0.137432,0.210500,0.000,-0.006,0.631,-0.522,1.58%,-1.568,1.786,-1.619,-1.649,-1.635,-1.636,0.992,1.151,0.340,0.308,-0.161,-0.162,0.000,0.418,-0.158,-0.118,-0.029,-0.115,-0.148,-0.172,-0.021,-0.108,-0.170,0.010,0.980,0.011,0.046,0.065,0.229,0.693,0.056,0.019,0.950,-0.064,0.463,-0.096,0.863,0.000,0.010,0.142,0.080,0.025,3.179,0.436,0.322,0.035,0.138,-6.788,-5.550,81.757,1.298,2.658,2.193,0.719,4.283,6.700,5.391,1.132,1.008,1.878,0.133,0.156,0.000,0.000,-0.053,-0.068
20021031,Materials,213,0.000812,0.030629,0.210,0.158,0.760,12.412,2.30%,8.294,4.456,6.257,3.109,8.167,8.313,0.523,1.004,0.358,0.213,0.034,0.037,0.049,0.252,0.014,0.055,0.108,0.061,0.084,0.020,0.095,0.067,0.027,0.387,0.600,0.385,0.465,0.387,0.386,0.616,0.428,0.124,0.037,0.069,0.136,0.524,0.356,2.895,0.573,0.085,0.071,0.432,1.492,1.572,0.613,0.295,0.523,1.395,1.798,81.090,0.114,1.750,1.001,0.844,5.192,8.872,6.743,2.451,1.297,5.780,0.069,0.000,0.000,0.000,-0.023,0.748
20021031,Telecommunication Services,88,0.111918,0.311581,0.282,-0.008,0.817,-0.310,3.17%,6.818,1.554,-0.295,-0.312,-0.236,-0.236,0.608,0.773,0.389,0.164,-0.051,-0.182,-0.012,0.428,-0.233,-0.018,0.176,-0.015,0.002,-0.235,0.066,-0.002,-0.210,0.520,0.390,0.490,0.600,0.037,0.406,0.129,0.250,0.034,0.106,-0.056,0.103,0.471,0.276,1.369,0.901,0.095,0.083,0.590,1.479,1.524,0.657,0.452,0.594,-0.695,0.037,29.223,0.520,1.518,1.327,0.394,22.561,6.358,6.344,1.200,0.508,2.926,0.140,0.000,0.000,0.000,-0.019,-0.026
20021031,Utilities,116,-0.007582,-0.008651,0.727,1.066,0.841,14.972,4.89%,9.065,4.722,11.548,10.808,10.975,10.975,0.896,1.072,0.360,0.096,0.102,0.099,0.079,0.239,0.057,0.149,0.237,0.080,0.107,0.086,0.096,0.091,0.077,0.550,0.437,0.542,0.692,0.123,0.432,0.124,0.383,0.082,0.022,0.148,0.169,0.553,0.245,4.270,0.911,0.077,0.063,0.479,1.192,2.716,0.727,0.417,0.646,1.946,2.407,29.792,0.085,0.833,0.698,0.394,16.546,8.324,7.169,1.502,0.656,19.154,0.043,0.000,0.000,0.000,-0.033,1.752
20021130,Consumer Discretionary,859,0.115475,0.062844,0.000,0.261,0.741,11.411,1.35%,7.867,5.225,9.413,7.765,9.531,9.760,0.487,1.296,0.376,0.405,0.082,0.079,0.066,0.312,0.024,0.055,0.091,0.101,0.156,0.035,0.119,0.106,0.079,0.252,0.716,0.257,0.366,0.345,0.274,0.628,0.444,0.160,0.091,0.061,0.162,0.502,0.584,1.440,0.314,0.097,0.076,0.316,2.122,1.043,0.526,0.257,0.432,2.323,3.141,73.103,0.212,1.660,0.988,1.386,4.932,10.034,9.043,3.018,2.023,5.914,0.072,0.000,0.007,0.000,0.209,0.831
20021130,Consumer Staples,204,0.032354,-0.025075,0.097,0.500,0.609,14.717,2.01%,8.099,6.562,12.567,12.616,11.836,12.149,0.562,1.591,0.370,0.451,0.107,0.104,0.089,0.341,0.028,0.057,0.090,0.119,0.179,0.044,0.133,0.122,0.098,0.352,0.621,0.350,0.469,0.429,0.305,0.611,0.460,0.167,0.065,0.060,0.135,0.564,0.452,2.033,0.453,0.081,0.067,0.404,1.699,1.258,0.570,0.308,0.497,2.898,3.874,58.180,0.155,1.650,0.881,1.391,5.806,10.703,10.307,3.378,2.128,7.174,0.056,0.000,0.005,0.000,0.550,1.403
20021130,Energy,187,0.033928,0.031441,0.000,0.013,0.814,14.722,1.78%,8.508,5.840,-0.226,-0.452,6.196,6.356,1.562,1.324,0.356,0.170,0.015,0.016,0.037,0.368,0.003,0.049,0.193,0.036,0.043,0.006,0.112,0.039,0.011,0.335,0.613,0.335,0.379,0.054,0.512,-0.228,0.751,0.265,0.055,0.150,0.032,0.760,0.293,2.037,0.455,0.073,0.069,0.508,0.777,0.964,0.517,0.271,0.425,1.383,1.401,53.725,0.192,1.207,1.070,0.380,13.496,5.399,5.424,0.879,0.538,5.811,0.100,0.000,0.000,0.000,-0.301,0.738
20021130,Financials,978,0.039608,0.035053,0.000,0.630,0.742,16.314,2.36%,11.451,3.157,11.754,11.717,11.729,11.934,1.811,1.400,0.334,0.044,0.112,0.112,0.000,0.560,0.125,0.278,0.315,0.101,0.212,0.185,0.026,0.092,0.112,0.420,0.586,0.425,0.653,0.000,0.312,0.949,0.378,0.031,0.067,0.157,0.193,0.383,0.558,4.842,0.715,0.075,0.060,0.099,59.194,9.410,0.904,0.135,0.903,2.216,2.421,287.546,0.483,1.574,1.443,0.076,7.068,0.050,0.121,0.871,0.453,4.507,0.014,0.000,0.000,0.179,0.448,1.194
20021130,Health Care,742,0.104746,0.027058,0.000,-0.002,0.452,-1.662,.870%,-1.065,0.894,-1.389,-1.432,-0.984,-1.001,2.436,2.268,0.357,0.262,-0.059,-0.069,0.000,0.357,-0.053,-0.026,0.006,-0.061,-0.086,-0.061,-0.004,-0.038,-0.083,0.041,0.917,0.043,0.106,0.068,0.207,0.666,0.003,-0.019,0.950,0.007,0.252,-0.024,0.725,0.000,0.043,0.105,0.077,0.127,2.489,0.409,0.323,0.080,0.191,-0.403,-0.094,89.490,1.600,3.147,2.613,0.678,3.637,8.818,5.908,1.088,0.900,1.806,0.059,0.101,0.000,0.000,-0.055,0.509
20021130,Industrials,732,0.101759,0.059776,0.000,0.249,0.806,12.535,1.88%,8.102,5.271,8.918,6.887,9.553,10.000,0.549,1.254,0.370,0.292,0.057,0.056,0.056,0.272,0.021,0.052,0.090,0.083,0.133,0.031,0.101,0.086,0.052,0.242,0.730,0.243,0.351,0.200,0.419,0.681,0.370,0.157,0.100,0.062,0.172,0.428,0.540,1.533,0.302,0.091,0.070,0.315,2.215,1.071,0.536,0.224,0.409,2.175,3.111,78.443,0.224,1.713,1.276,1.091,5.823,10.469,6.193,2.405,1.658,5.317,0.075,0.000,0.000,0.000,0.099,0.887
20021130,Information Technology,1152,0.294601,0.180700,0.000,-0.010,0.864,-0.752,1.22%,-1.144,2.557,-1.969,-2.007,-2.099,-2.103,1.310,1.485,0.330,0.317,-0.141,-0.143,0.000,0.427,-0.138,-0.095,-0.015,-0.092,-0.117,-0.150,-0.011,-0.090,-0.156,0.010,0.981,0.011,0.048,0.060,0.228,0.730,0.073,0.021,0.915,-0.048,0.452,-0.049,0.856,0.000,0.010,0.140,0.078,0.028,3.275,0.450,0.330,0.037,0.146,-7.406,-5.844,78.906,1.276,2.603,2.151,0.741,4.465,6.837,5.567,1.155,1.047,1.954,0.130,0.152,0.000,0.000,-0.076,-0.093
20021130,Materials,212,0.073522,0.108397,0.186,0.175,0.914,12.481,2.22%,7.974,4.748,7.889,4.169,9.248,9.311,0.532,1.048,0.358,0.208,0.038,0.041,0.051,0.248,0.017,0.056,0.108,0.064,0.091,0.024,0.096,0.074,0.037,0.386,0.604,0.383,0.470,0.381,0.380,0.620,0.428,0.130,0.036,0.071,0.105,0.541,0.345,2.854,0.547,0.083,0.070,0.442,1.530,1.548,0.613,0.296,0.515,1.488,1.898,79.806,0.118,1.721,1.020,0.864,5.347,8.929,6.893,2.403,1.309,5.950,0.065,0.000,0.000,0.000,-0.005,0.828
20021130,Telecommunication Services,87,0.384236,0.115526,0.019,-0.004,1.093,-0.559,2.78%,7.011,1.883,-0.497,-0.488,-0.483,-0.483,0.725,0.916,0.389,0.178,-0.009,-0.158,-0.006,0.429,-0.174,-0.002,0.200,-0.002,0.002,-0.167,0.075,0.002,-0.155,0.544,0.350,0.544,0.619,0.040,0.393,0.197,0.281,0.037,0.119,-0.003,0.130,0.515,0.289,1.410,0.706,0.091,0.083,0.575,1.488,1.590,0.668,0.460,0.617,-0.574,0.147,26.925,0.486,1.399,1.297,0.446,22.099,6.157,6.405,1.245,0.571,2.908,0.136,0.000,0.000,0.000,-0.048,-0.028
20021130,Utilities,116,0.044971,0.019671,0.717,0.783,0.957,15.020,4.90%,9.275,4.812,12.258,11.398,11.483,11.725,0.894,1.052,0.361,0.095,0.096,0.095,0.076,0.241,0.063,0.151,0.241,0.077,0.103,0.093,0.095,0.089,0.072,0.550,0.437,0.545,0.695,0.128,0.411,0.127,0.416,0.090,0.024,0.148,0.173,0.590,0.235,4.527,0.941,0.076,0.061,0.479,1.177,2.743,0.728,0.424,0.645,1.987,2.367,29.194,0.083,0.816,0.679,0.368,14.266,8.164,7.176,1.447,0.629,23.089,0.046,0.000,0.000,0.000,-0.027,1.839
20021231,Consumer Discretionary,855,-0.052858,-0.085349,0.000,0.234,0.769,11.018,1.40%,7.882,5.064,9.542,8.120,9.058,9.433,0.470,1.236,0.376,0.407,0.084,0.082,0.070,0.316,0.025,0.057,0.093,0.103,0.160,0.038,0.120,0.108,0.082,0.248,0.720,0.251,0.361,0.344,0.275,0.629,0.443,0.164,0.093,0.062,0.146,0.517,0.587,1.378,0.298,0.097,0.077,0.313,2.098,1.020,0.521,0.249,0.427,2.369,3.186,73.260,0.220,1.672,0.989,1.390,4.956,10.043,9.067,2.998,1.989,5.904,0.071,0.000,0.007,0.000,0.193,0.767
20021231,Consumer Staples,204,-0.006200,0.003948,0.115,0.466,0.609,14.382,1.93%,8.095,6.349,12.468,12.506,11.504,11.587,0.534,1.518,0.370,0.450,0.107,0.104,0.091,0.339,0.028,0.057,0.088,0.119,0.185,0.044,0.133,0.122,0.099,0.361,0.620,0.360,0.467,0.429,0.309,0.604,0.440,0.167,0.061,0.059,0.135,0.567,0.452,2.157,0.454,0.081,0.067,0.397,1.686,1.266,0.573,0.315,0.497,2.900,3.874,57.630,0.152,1.650,0.871,1.393,5.806,10.950,10.233,3.390,2.138,7.102,0.057,0.000,0.005,0.000,0.474,1.370
20021231,Energy,188,0.012837,0.007266,0.000,0.012,0.814,15.237,1.52%,8.669,5.874,-0.157,-0.439,6.519,6.514,1.598,1.319,0.356,0.167,0.015,0.016,0.037,0.364,0.003,0.051,0.190,0.036,0.043,0.006,0.110,0.039,0.009,0.327,0.621,0.327,0.377,0.052,0.506,-0.228,0.739,0.265,0.056,0.150,0.035,0.755,0.296,2.111,0.454,0.073,0.069,0.505,0.779,0.964,0.513,0.270,0.420,1.411,1.404,54.238,0.192,1.211,1.055,0.380,13.496,5.636,5.411,0.869,0.527,5.676,0.100,0.000,0.000,0.000,-0.297,0.780
20021231,Financials,981,0.003262,-0.044063,0.000,0.652,0.742,16.253,2.42%,11.381,3.104,11.779,11.713,11.558,11.772,1.847,1.403,0.334,0.044,0.112,0.113,0.000,0.562,0.125,0.278,0.315,0.108,0.228,0.186,0.026,0.093,0.112,0.420,0.586,0.425,0.653,0.000,0.313,0.949,0.404,0.031,0.067,0.157,0.193,0.446,0.571,4.832,0.715,0.075,0.060,0.097,59.194,9.435,0.904,0.134,0.903,2.293,2.487,287.546,0.479,1.495,1.356,0.076,7.141,0.050,0.121,0.873,0.458,4.681,0.014,0.000,0.000,0.180,0.449,1.194
20021231,Health Care,732,-0.062555,-0.035629,0.000,0.001,0.459,-1.467,.969%,-0.833,0.639,-1.101,-1.226,-0.761,-0.866,2.292,2.116,0.355,0.267,-0.059,-0.069,0.000,0.362,-0.045,-0.018,0.011,-0.057,-0.079,-0.055,-0.001,-0.033,-0.078,0.042,0.921,0.044,0.106,0.068,0.207,0.666,0.002,-0.011,0.962,0.008,0.247,-0.017,0.725,0.000,0.042,0.103,0.076,0.125,2.485,0.409,0.320,0.077,0.190,-0.131,0.392,90.192,1.622,3.157,2.628,0.676,3.586,8.809,5.872,1.093,0.900,1.849,0.059,0.101,0.000,0.000,-0.048,0.510
20021231,Industrials,723,-0.035254,-0.042962,0.000,0.285,0.808,12.772,1.96%,8.185,5.210,9.004,7.145,10.098,10.400,0.544,1.247,0.370,0.294,0.061,0.059,0.057,0.273,0.022,0.052,0.091,0.083,0.133,0.034,0.102,0.087,0.052,0.239,0.736,0.242,0.349,0.201,0.419,0.679,0.378,0.164,0.102,0.062,0.169,0.425,0.539,1.558,0.299,0.089,0.069,0.310,2.205,1.060,0.536,0.223,0.403,2.227,3.216,77.858,0.224,1.710,1.291,1.101,5.755,10.407,6.206,2.412,1.661,5.382,0.073,0.000,0.000,0.000,0.143,0.917
20021231,Information Technology,1130,-0.123741,-0.143559,0.000,-0.008,0.862,-0.663,1.32%,-1.028,2.478,-1.747,-1.749,-1.811,-1.797,1.132,1.274,0.330,0.324,-0.135,-0.139,0.000,0.430,-0.134,-0.092,-0.010,-0.089,-0.114,-0.147,-0.007,-0.086,-0.151,0.010,0.981,0.011,0.043,0.061,0.229,0.733,0.078,0.025,0.942,-0.043,0.444,-0.037,0.855,0.000,0.010,0.141,0.078,0.028,3.269,0.444,0.329,0.035,0.141,-7.406,-5.646,78.526,1.280,2.617,2.206,0.743,4.505,6.771,5.593,1.142,1.039,1.945,0.128,0.151,0.000,0.000,-0.064,-0.069
20021231,Materials,209,-0.031127,-0.032379,0.185,0.191,0.924,12.586,2.28%,7.955,4.757,8.495,6.667,10.210,10.519,0.521,1.028,0.356,0.219,0.041,0.045,0.053,0.253,0.017,0.056,0.108,0.065,0.092,0.024,0.096,0.075,0.041,0.385,0.609,0.380,0.478,0.385,0.383,0.620,0.428,0.140,0.036,0.071,0.105,0.550,0.344,2.876,0.548,0.084,0.069,0.442,1.548,1.549,0.610,0.300,0.518,1.537,2.020,80.843,0.123,1.752,1.032,0.868,5.320,8.981,6.898,2.418,1.342,6.049,0.064,0.000,0.000,0.000,-0.000,0.847
20021231,Telecommunication Services,88,-0.090304,-0.076448,0.019,-0.002,1.052,-0.394,2.98%,6.937,1.793,-0.540,-0.439,-0.318,-0.318,0.645,0.917,0.390,0.179,-0.030,-0.162,-0.010,0.427,-0.188,-0.010,0.183,-0.008,-0.007,-0.181,0.068,-0.006,-0.162,0.532,0.349,0.544,0.620,0.042,0.417,0.194,0.258,0.033,0.106,-0.004,0.132,0.489,0.295,1.389,0.706,0.094,0.084,0.571,1.474,1.545,0.673,0.452,0.619,-0.594,0.011,26.925,0.447,1.354,1.269,0.450,22.154,6.264,6.486,1.254,0.591,2.989,0.136,0.000,0.000,0.000,-0.028,-0.051
20021231,Utilities,116,0.023094,0.036788,0.717,0.794,0.957,15.275,4.78%,9.304,4.835,12.509,11.954,12.001,12.188,0.948,1.070,0.361,0.095,0.096,0.095,0.076,0.241,0.063,0.148,0.241,0.077,0.103,0.093,0.095,0.089,0.072,0.550,0.437,0.545,0.695,0.128,0.411,0.127,0.416,0.090,0.021,0.147,0.173,0.590,0.237,4.527,0.941,0.076,0.061,0.479,1.177,2.743,0.728,0.424,0.645,1.987,2.367,29.088,0.082,0.816,0.677,0.368,14.266,8.164,7.176,1.447,0.629,23.238,0.047,0.000,0.000,0.000,-0.003,1.898
20030131,Consumer Discretionary,852,-0.017900,-0.031240,0.000,0.237,0.766,10.675,1.44%,7.910,4.837,9.248,7.778,8.889,9.191,0.454,1.212,0.377,0.408,0.087,0.083,0.072,0.318,0.026,0.058,0.093,0.104,0.162,0.038,0.121,0.109,0.083,0.256,0.716,0.257,0.363,0.344,0.275,0.629,0.435,0.164,0.093,0.062,0.141,0.520,0.579,1.405,0.322,0.097,0.077,0.314,2.092,1.035,0.523,0.249,0.431,2.495,3.271,72.624,0.220,1.679,0.987,1.391,4.944,10.066,9.198,3.003,1.997,5.898,0.070,0.000,0.007,0.000,0.197,0.708
