,public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median,PEG_1yrforward_Median,PEG_ltgforward_Median
103,20000430,Financials,1130,-0.016093,-0.036393,0.214,0.624,0.76,13.627,3.15,10.834,-0.383,11.015,10.938,10.62,10.842,1.325,1.195,0.342,0.044,0.114,0.113,0,0.505,0.112,0.257,0.289,0.137,0.222,0.169,0.027,0.1,0.113,0.337,0.663,0.334,0.673,0,0.327,0.896,0.236,-0.003,0.055,0.149,0.421,0.412,0.671,4.513,0.505,0.097,0.074,0.075,54.845,8.855,0.899,0.142,0.897,2.063,2.532,279.463,0.661,1.53,1.42,0.087,11.206,0.057,0.148,0.976,0.564,4.485,-0.012,0,0,0.171,0.834,0.979
113,20000531,Financials,1132,-0.00101,0.050938,0,0.409,0.851,13.472,3.15,10.331,1.511,9.498,9.418,9.247,9.452,1.261,1.156,0.342,0.045,0.112,0.112,0,0.5,0.112,0.256,0.287,0.128,0.178,0.167,0.028,0.096,0.11,0.375,0.633,0.388,0.646,0,0.332,0.897,0.303,-0.006,0.053,0.146,0.26,0.459,0.645,4.148,0.601,0.09,0.074,0.089,54.966,8.858,0.899,0.139,0.897,2.048,2.716,273.144,0.613,1.637,1.497,0.087,16.737,0.059,0.147,1.016,0.556,5.188,-0.004,0,0,0.171,0.564,0.792
123,20000630,Financials,1128,0.008552,-0.048073,0,0.411,0.858,13.114,3.24,10.328,1.536,9.345,9.345,9.114,9.293,1.26,1.155,0.341,0.045,0.113,0.113,0,0.501,0.112,0.256,0.287,0.143,0.203,0.167,0.027,0.096,0.111,0.371,0.637,0.387,0.64,0,0.373,0.899,0.307,-0.006,0.052,0.146,0.265,0.52,0.657,4.125,0.598,0.09,0.073,0.088,55.195,8.876,0.899,0.137,0.897,2.054,2.724,276.503,0.606,1.655,1.589,0.087,16.859,0.059,0.146,1.014,0.554,4.787,-0.004,0,0,0.171,0.553,0.752
133,20000731,Financials,1118,0.031347,0.09195,0,0.428,0.859,13.739,3.15,10.342,1.702,9.649,9.649,9.429,9.611,1.303,1.171,0.341,0.044,0.113,0.113,0,0.501,0.112,0.257,0.287,0.143,0.203,0.167,0.027,0.096,0.112,0.369,0.637,0.386,0.639,0,0.401,0.9,0.302,-0.006,0.052,0.146,0.27,0.52,0.657,4.158,0.585,0.091,0.074,0.088,55.195,8.908,0.899,0.136,0.897,2.063,2.781,272.516,0.58,1.653,1.545,0.087,16.737,0.059,0.146,1.013,0.555,5.003,-0.004,0,0,0.171,0.57,0.792
143,20000831,Financials,1124,0.042189,0.09748,0,0.467,0.871,13.762,3.07,10.163,2.227,9.918,9.843,9.732,9.896,1.31,1.182,0.34,0.044,0.11,0.11,0,0.494,0.109,0.248,0.277,0.131,0.188,0.162,0.026,0.091,0.108,0.373,0.636,0.379,0.678,0,0.417,0.903,0.259,-0.01,0.051,0.145,0.303,0.443,0.605,4.397,0.596,0.093,0.076,0.087,55.569,9.146,0.901,0.14,0.9,1.989,2.443,267.789,0.591,1.53,1.414,0.088,18.297,0.062,0.147,1.031,0.565,5.377,0.001,0,0,0.171,0.539,0.841
153,20000930,Financials,1118,0.025648,0.026776,0,0.465,0.871,14.323,3.03,10.17,2.337,10.011,10,9.89,10.044,1.36,1.2,0.34,0.044,0.11,0.11,0,0.494,0.109,0.248,0.278,0.131,0.188,0.163,0.026,0.091,0.108,0.373,0.635,0.382,0.68,0,0.417,0.904,0.263,-0.01,0.051,0.145,0.301,0.443,0.593,4.41,0.6,0.093,0.076,0.087,55.614,9.15,0.901,0.141,0.9,1.99,2.454,267.789,0.586,1.522,1.438,0.088,18.353,0.062,0.147,1.03,0.565,5.377,0.001,0,0,0.171,0.539,0.898
163,20001031,Financials,1114,-0.013428,-0.005728,0,0.457,0.872,14.24,3.06,10.14,2.249,9.866,9.835,9.672,9.81,1.319,1.177,0.34,0.044,0.111,0.111,0,0.494,0.109,0.249,0.278,0.119,0.154,0.163,0.026,0.091,0.109,0.373,0.635,0.382,0.68,0,0.323,0.904,0.221,-0.01,0.051,0.146,0.304,0.443,0.593,4.41,0.6,0.093,0.076,0.087,56.146,9.15,0.901,0.14,0.9,1.987,2.421,271.643,0.597,1.522,1.438,0.088,18.353,0.062,0.146,1.029,0.564,5.323,0.001,0,0,0.172,0.541,0.921
173,20001130,Financials,1108,-0.025369,-0.05135,0,0.525,0.853,13.758,3.1,9.906,2.833,9.082,9.062,8.996,9.205,1.189,1.119,0.34,0.045,0.114,0.114,0,0.48,0.106,0.243,0.267,0.11,0.137,0.156,0.027,0.094,0.106,0.377,0.643,0.39,0.677,0,0.32,0.905,0.279,-0.007,0.05,0.14,0.293,0.432,0.565,4.122,0.606,0.096,0.079,0.085,55.806,9.255,0.902,0.14,0.901,1.974,2.449,261.624,0.597,1.619,1.491,0.091,20.297,0.067,0.152,1.098,0.607,5.545,0.004,0,0,0.171,0.452,0.887
183,20001231,Financials,1099,0.054305,0.100185,0,0.532,0.86,14.592,2.99,9.812,3.016,9.347,9.327,9.321,9.466,1.26,1.165,0.34,0.045,0.114,0.115,0,0.481,0.106,0.244,0.269,0.12,0.137,0.156,0.028,0.094,0.106,0.374,0.644,0.387,0.676,0,0.35,0.906,0.317,-0.006,0.05,0.14,0.3,0.457,0.571,4.119,0.601,0.096,0.079,0.084,55.86,9.29,0.902,0.137,0.901,1.976,2.546,259.905,0.557,1.478,1.433,0.091,20.422,0.067,0.152,1.097,0.607,6.073,0.004,0,0,0.171,0.496,1.005
193,20010131,Financials,1086,0.096457,-0.00413,0,0.563,0.863,15.326,2.82,9.722,3.426,10.11,10.106,9.947,10.144,1.342,1.25,0.34,0.046,0.114,0.114,0,0.482,0.106,0.244,0.269,0.115,0.136,0.155,0.028,0.094,0.106,0.372,0.645,0.383,0.676,0,0.364,0.902,0.312,-0.006,0.05,0.14,0.301,0.432,0.591,4.092,0.591,0.097,0.079,0.084,55.806,9.29,0.902,0.137,0.902,1.97,2.452,250.391,0.546,1.476,1.39,0.091,20.556,0.067,0.152,1.096,0.607,5.725,0.004,0,0,0.171,0.544,0.961
203,20010228,Financials,1081,0.001511,-0.058874,0.214,0.841,0.894,14.7,2.82,10.448,2.565,12.083,12.116,11.928,12.173,1.346,1.2,0.338,0.041,0.103,0.103,0,0.465,0.101,0.232,0.261,0.106,0.171,0.151,0.025,0.087,0.102,0.338,0.642,0.335,0.665,0,0.367,0.911,0.197,0.024,0.055,0.135,0.373,0.392,0.536,4.445,0.516,0.113,0.083,0.075,56.718,9.148,0.901,0.131,0.901,1.617,1.913,251.238,0.489,1.526,1.375,0.09,17.317,0.067,0.144,0.991,0.584,4.694,0.013,0,0,0.163,1.067,1.181
213,20010331,Financials,1076,0.002222,-0.03104,0.213,0.835,0.894,14.867,2.85,10.32,2.498,12.145,12.145,11.934,12.269,1.34,1.207,0.338,0.041,0.103,0.103,0,0.465,0.101,0.232,0.26,0.089,0.155,0.151,0.025,0.087,0.103,0.335,0.644,0.334,0.663,0,0.365,0.911,0.197,0.024,0.055,0.135,0.373,0.392,0.556,4.412,0.508,0.113,0.083,0.073,56.741,9.178,0.902,0.131,0.901,1.617,1.913,258.934,0.489,1.493,1.33,0.09,17.474,0.067,0.144,0.992,0.585,5.052,0.014,0,0,0.163,1.049,1.181
223,20010430,Financials,1067,0.025934,0.039791,0.215,0.841,0.893,15.157,2.78,10.3,2.59,12.5,12.5,12.163,12.5,1.378,1.228,0.338,0.041,0.104,0.104,0,0.467,0.101,0.232,0.26,0.113,0.197,0.151,0.025,0.088,0.103,0.335,0.643,0.334,0.666,0,0.352,0.91,0.192,0.024,0.055,0.135,0.376,0.386,0.569,4.383,0.509,0.113,0.083,0.073,56.703,9.243,0.902,0.13,0.901,1.648,1.973,269.951,0.471,1.398,1.304,0.09,17.569,0.067,0.144,0.997,0.586,5.445,0.014,0,0,0.163,1.02,1.262
233,20010531,Financials,1068,0.059691,0.039447,0,0.682,0.829,15.471,2.65,10.001,2.869,10.924,10.97,10.854,10.985,1.411,1.259,0.338,0.042,0.103,0.103,0,0.463,0.098,0.227,0.254,0.126,0.199,0.145,0.025,0.088,0.103,0.38,0.63,0.386,0.657,0,0.349,0.905,0.244,0.026,0.056,0.132,0.272,0.457,0.614,4.212,0.615,0.099,0.083,0.085,55.923,9.296,0.903,0.133,0.902,1.678,2.078,250.508,0.569,1.397,1.32,0.089,17.207,0.071,0.142,1.036,0.592,6.197,0.019,0,0,0.163,0.803,1.07
243,20010630,Financials,1061,0.040841,0.003336,0,0.732,0.827,16.218,2.54,10.047,2.922,11.296,11.298,11.125,11.384,1.462,1.328,0.338,0.042,0.104,0.104,0,0.464,0.098,0.228,0.254,0.119,0.183,0.145,0.025,0.088,0.103,0.383,0.629,0.389,0.66,0,0.339,0.906,0.279,0.027,0.056,0.132,0.272,0.472,0.658,4.32,0.621,0.098,0.083,0.085,56.021,9.309,0.903,0.134,0.902,1.722,2.14,254.947,0.625,1.398,1.345,0.089,17.207,0.071,0.142,1.032,0.589,6.197,0.02,0,0,0.163,0.815,1.092
253,20010731,Financials,1055,0.031901,-0.008617,0,0.737,0.826,16.886,2.49,10.019,3.095,11.935,11.934,11.688,11.944,1.528,1.354,0.338,0.042,0.105,0.105,0,0.465,0.099,0.23,0.255,0.126,0.157,0.146,0.025,0.089,0.104,0.379,0.632,0.384,0.661,0,0.32,0.906,0.32,0.027,0.056,0.133,0.275,0.477,0.664,4.32,0.608,0.097,0.083,0.084,56.085,9.343,0.903,0.132,0.902,1.745,2.197,250.508,0.627,1.471,1.393,0.089,16.643,0.07,0.142,1.036,0.593,6.348,0.019,0,0,0.163,0.761,1.128
263,20010831,Financials,1050,-0.001194,-0.054425,0,0.719,0.754,16.292,2.53,10.464,2.924,11.741,11.772,11.4,11.676,1.505,1.37,0.337,0.043,0.104,0.103,0,0.465,0.098,0.225,0.255,0.128,0.18,0.148,0.025,0.089,0.103,0.375,0.629,0.381,0.657,0,0.311,0.927,0.304,0.031,0.061,0.134,0.252,0.401,0.515,4.444,0.604,0.092,0.08,0.087,56.958,9.267,0.903,0.129,0.901,1.772,2.088,267.789,0.614,1.449,1.286,0.089,15.651,0.069,0.14,1.025,0.58,6.124,0.022,0,0,0.163,0.678,1.106
273,20010930,Financials,1046,-0.045057,-0.053849,0,0.679,0.751,15.444,2.64,10.49,2.779,11.101,11.112,10.817,11.076,1.442,1.312,0.337,0.043,0.104,0.103,0,0.466,0.099,0.225,0.256,0.128,0.18,0.148,0.025,0.089,0.103,0.373,0.63,0.381,0.654,0,0.33,0.928,0.304,0.031,0.061,0.133,0.251,0.401,0.515,4.42,0.601,0.092,0.08,0.085,56.587,9.267,0.903,0.128,0.901,1.798,2.088,269.235,0.614,1.486,1.286,0.089,15.509,0.069,0.139,1.025,0.584,6.124,0.022,0,0,0.163,0.637,1.079
283,20011031,Financials,1042,-0.000411,-0.014849,0,0.664,0.753,15.146,2.64,10.554,2.731,11.152,11.04,10.816,11.028,1.457,1.321,0.337,0.043,0.104,0.104,0,0.465,0.099,0.225,0.255,0.128,0.18,0.148,0.025,0.089,0.103,0.372,0.631,0.381,0.656,0,0.311,0.928,0.304,0.031,0.061,0.133,0.25,0.401,0.515,4.42,0.597,0.092,0.08,0.083,56.587,9.289,0.903,0.129,0.901,1.823,2.11,267.789,0.614,1.486,1.286,0.089,15.546,0.069,0.139,1.026,0.584,6.124,0.023,0,0,0.163,0.549,1.039
293,20011130,Financials,1032,0.038967,0.065347,0,0.69,0.779,15.329,2.6,10.44,2.789,11.464,11.413,11.143,11.372,1.495,1.316,0.336,0.042,0.104,0.103,0,0.477,0.101,0.233,0.261,0.095,0.193,0.151,0.025,0.088,0.102,0.385,0.623,0.394,0.647,0,0.304,0.921,0.258,0.034,0.064,0.136,0.236,0.411,0.508,4.38,0.625,0.09,0.077,0.09,56.612,9.332,0.903,0.128,0.901,1.658,1.942,296.064,0.556,1.465,1.327,0.087,13.936,0.068,0.137,0.998,0.571,5.845,0.023,0,0,0.164,0.487,1.067
303,20011231,Financials,1027,0.033995,0.029736,0,0.698,0.779,15.798,2.55,10.47,2.822,11.637,11.633,11.419,11.637,1.512,1.366,0.336,0.042,0.104,0.104,0,0.476,0.101,0.232,0.26,0.089,0.147,0.151,0.025,0.088,0.102,0.385,0.624,0.395,0.647,0,0.281,0.924,0.177,0.034,0.063,0.136,0.239,0.407,0.512,4.457,0.624,0.089,0.076,0.09,56.79,9.313,0.902,0.128,0.901,1.656,1.917,299.704,0.69,1.537,1.397,0.087,13.902,0.068,0.137,0.998,0.57,5.451,0.023,0,0,0.164,0.508,1.119
313,20020131,Financials,1012,0.029154,-0.012115,0,0.711,0.778,16.009,2.51,10.592,2.848,11.966,11.956,11.649,11.866,1.525,1.415,0.336,0.042,0.104,0.104,0,0.477,0.101,0.233,0.262,0.101,0.238,0.151,0.025,0.088,0.103,0.388,0.623,0.396,0.65,0,0.276,0.921,0.235,0.034,0.063,0.136,0.241,0.416,0.512,4.463,0.625,0.09,0.077,0.091,56.923,9.322,0.902,0.133,0.901,1.7,1.964,296.064,0.69,1.537,1.397,0.087,13.936,0.067,0.137,1.002,0.57,5.451,0.024,0,0,0.163,0.523,1.113
323,20020228,Financials,1011,0.007702,-0.011389,0.227,0.857,0.728,16.096,2.48,11.681,2.5,13.578,13.605,13.323,13.617,1.579,1.417,0.337,0.041,0.104,0.104,0,0.494,0.105,0.24,0.272,0.108,0.188,0.156,0.024,0.085,0.103,0.405,0.587,0.408,0.664,0,0.302,0.932,0.209,0.035,0.064,0.141,0.261,0.293,0.631,5.109,0.682,0.093,0.069,0.093,58.546,9.526,0.905,0.142,0.904,1.685,1.886,293.274,0.459,1.373,1.109,0.085,9.409,0.068,0.134,0.948,0.515,5.176,0.021,0,0,0.174,0.992,1.443
333,20020331,Financials,1006,0.054245,0.061361,0.233,0.906,0.726,17.101,2.4,11.737,2.69,14.219,14.307,13.971,14.247,1.673,1.487,0.337,0.041,0.104,0.104,0,0.494,0.105,0.241,0.273,0.11,0.251,0.157,0.024,0.086,0.103,0.403,0.589,0.405,0.661,0,0.308,0.932,0.209,0.034,0.064,0.141,0.261,0.293,0.631,5.013,0.675,0.093,0.069,0.092,58.314,9.528,0.905,0.141,0.904,1.695,1.945,293.274,0.454,1.373,1.109,0.085,9.353,0.068,0.134,0.947,0.515,5.209,0.021,0,0,0.174,1.022,1.517
343,20020430,Financials,997,0.05462,-0.014304,0.234,0.959,0.726,17.815,2.25,11.738,2.847,15.077,15.187,14.794,15.08,1.746,1.578,0.336,0.041,0.104,0.104,0,0.495,0.106,0.241,0.273,0.11,0.251,0.157,0.024,0.086,0.103,0.403,0.59,0.404,0.657,0,0.308,0.932,0.209,0.035,0.064,0.142,0.26,0.293,0.631,5.005,0.669,0.093,0.069,0.093,58.314,9.532,0.905,0.14,0.904,1.747,2.02,292.2,0.454,1.373,1.109,0.085,9.336,0.068,0.134,0.947,0.515,5.209,0.021,0,0,0.174,1.016,1.554
353,20020531,Financials,995,0.016925,0.000107,0,0.703,0.678,17.549,2.29,11.256,3.142,12.818,12.504,12.61,12.798,1.771,1.558,0.336,0.043,0.105,0.105,0,0.515,0.112,0.253,0.287,0.136,0.306,0.168,0.025,0.088,0.105,0.409,0.597,0.414,0.654,0,0.307,0.932,0.255,0.034,0.065,0.147,0.222,0.385,0.532,4.649,0.692,0.083,0.064,0.099,57.993,9.461,0.904,0.135,0.903,1.794,2.122,280.601,0.516,1.547,1.478,0.081,9.437,0.054,0.128,0.938,0.511,5.411,0.01,0,0,0.175,0.688,1.255
363,20020630,Financials,992,-0.006493,-0.045317,0,0.679,0.678,17.567,2.29,11.284,3.112,13.066,12.764,12.682,13.066,1.779,1.557,0.335,0.043,0.105,0.105,0,0.515,0.113,0.254,0.287,0.135,0.284,0.168,0.025,0.088,0.105,0.408,0.597,0.412,0.656,0,0.295,0.935,0.255,0.034,0.065,0.147,0.222,0.385,0.532,4.665,0.691,0.083,0.064,0.098,58.119,9.464,0.904,0.135,0.903,1.77,2.115,265.725,0.516,1.547,1.49,0.081,9.595,0.054,0.128,0.938,0.509,5.153,0.01,0,0,0.175,0.679,1.258
373,20020731,Financials,989,-0.064407,-0.068018,0,0.665,0.678,16.499,2.4,11.269,2.985,12.222,11.966,11.979,12.222,1.725,1.454,0.335,0.043,0.105,0.105,0,0.515,0.113,0.255,0.287,0.135,0.284,0.168,0.025,0.088,0.105,0.408,0.6,0.411,0.655,0,0.295,0.935,0.255,0.034,0.065,0.147,0.223,0.385,0.532,4.652,0.689,0.083,0.063,0.096,58.106,9.454,0.904,0.134,0.903,1.794,2.122,258.865,0.516,1.547,1.49,0.081,9.627,0.054,0.128,0.936,0.509,5.153,0.01,0,0,0.175,0.587,1.143
383,20020831,Financials,986,0.021248,0.02298,0,0.684,0.654,16.501,2.37,11.45,3.424,12.222,11.955,12.097,12.329,1.761,1.438,0.334,0.043,0.108,0.108,0,0.54,0.118,0.263,0.302,0.094,0.216,0.174,0.025,0.087,0.107,0.418,0.583,0.425,0.654,0,0.306,0.938,0.326,0.032,0.066,0.151,0.201,0.34,0.523,4.845,0.717,0.08,0.061,0.099,58.219,9.459,0.904,0.133,0.903,1.923,2.183,273.053,0.463,1.492,1.479,0.078,8.665,0.05,0.124,0.895,0.477,5.091,0.014,0,0,0.175,0.553,1.222
393,20020930,Financials,982,-0.035834,-0.1049,0,0.655,0.656,15.935,2.51,11.435,3.324,11.713,11.417,11.516,11.809,1.733,1.372,0.334,0.043,0.108,0.108,0,0.541,0.118,0.264,0.302,0.083,0.21,0.175,0.025,0.087,0.107,0.418,0.583,0.423,0.65,0,0.334,0.94,0.336,0.032,0.066,0.152,0.2,0.358,0.523,4.829,0.717,0.08,0.061,0.098,58.219,9.434,0.904,0.132,0.903,1.919,2.191,275.547,0.466,1.508,1.479,0.078,8.614,0.05,0.124,0.895,0.476,4.507,0.014,0,0,0.175,0.517,1.128
403,20021031,Financials,977,0.017079,0.076508,0,0.661,0.657,16.385,2.44,11.435,3.283,11.788,11.578,11.692,11.822,1.78,1.391,0.334,0.044,0.108,0.108,0,0.541,0.118,0.265,0.303,0.101,0.21,0.175,0.025,0.088,0.107,0.419,0.583,0.425,0.65,0,0.304,0.941,0.341,0.032,0.066,0.152,0.198,0.372,0.523,4.889,0.724,0.079,0.061,0.098,58.329,9.462,0.904,0.131,0.903,2.073,2.311,281.941,0.518,1.508,1.479,0.078,8.569,0.05,0.124,0.895,0.473,4.414,0.013,0,0,0.176,0.522,1.142
413,20021130,Financials,978,0.039608,0.035053,0,0.63,0.742,16.314,2.36,11.451,3.157,11.754,11.717,11.729,11.934,1.811,1.4,0.334,0.044,0.112,0.112,0,0.56,0.125,0.278,0.315,0.101,0.212,0.185,0.026,0.092,0.112,0.42,0.586,0.425,0.653,0,0.312,0.949,0.378,0.031,0.067,0.157,0.193,0.383,0.558,4.842,0.715,0.075,0.06,0.099,59.194,9.41,0.904,0.135,0.903,2.216,2.421,287.546,0.483,1.574,1.443,0.076,7.068,0.05,0.121,0.871,0.453,4.507,0.014,0,0,0.179,0.448,1.194
423,20021231,Financials,981,0.003262,-0.044063,0,0.652,0.742,16.253,2.42,11.381,3.104,11.779,11.713,11.558,11.772,1.847,1.403,0.334,0.044,0.112,0.113,0,0.562,0.125,0.278,0.315,0.108,0.228,0.186,0.026,0.093,0.112,0.42,0.586,0.425,0.653,0,0.313,0.949,0.404,0.031,0.067,0.157,0.193,0.446,0.571,4.832,0.715,0.075,0.06,0.097,59.194,9.435,0.904,0.134,0.903,2.293,2.487,287.546,0.479,1.495,1.356,0.076,7.141,0.05,0.121,0.873,0.458,4.681,0.014,0,0,0.18,0.449,1.194
433,20030131,Financials,975,0.018256,-0.017783,0,0.667,0.744,16.482,2.42,11.358,3.188,11.945,11.848,11.646,11.951,1.884,1.444,0.334,0.044,0.112,0.112,0,0.561,0.125,0.278,0.315,0.101,0.212,0.186,0.026,0.092,0.112,0.421,0.585,0.428,0.653,0,0.312,0.949,0.378,0.031,0.067,0.157,0.192,0.383,0.586,4.843,0.725,0.075,0.06,0.098,59.194,9.432,0.904,0.135,0.903,2.271,2.474,283.498,0.483,1.574,1.383,0.076,7.068,0.05,0.122,0.876,0.457,4.681,0.014,0,0,0.18,0.483,1.163
443,20030228,Financials,980,0.001544,-0.031438,0.205,0.714,0.73,16.337,2.45,11.656,3.06,13.406,13.308,13.157,13.403,1.86,1.382,0.328,0.043,0.115,0.115,0,0.582,0.133,0.292,0.328,0.106,0.257,0.197,0.025,0.089,0.114,0.406,0.587,0.409,0.647,0,0.293,0.953,0.313,0.026,0.066,0.167,0.262,0.389,0.62,4.934,0.694,0.076,0.056,0.093,59.978,9.396,0.904,0.138,0.903,2.397,3.01,258.343,0.458,1.42,1.368,0.074,5.347,0.049,0.12,0.831,0.437,4.353,0.013,0,0,0.201,1.187,1.244
453,20030331,Financials,974,0.010063,-0.001603,0.209,0.71,0.726,16.322,2.44,11.6,2.985,13.449,13.405,13.214,13.471,1.88,1.4,0.328,0.043,0.114,0.114,0,0.583,0.134,0.292,0.328,0.107,0.301,0.197,0.025,0.089,0.113,0.406,0.588,0.409,0.647,0,0.293,0.953,0.317,0.026,0.066,0.167,0.27,0.392,0.578,4.871,0.692,0.077,0.057,0.092,60.363,9.405,0.904,0.137,0.903,2.391,3,258.343,0.458,1.473,1.381,0.074,5.403,0.048,0.12,0.83,0.437,4.762,0.013,0,0,0.201,1.139,1.236
463,20030430,Financials,976,0.07536,0.11381,0.207,0.765,0.728,17.54,2.35,11.607,3.262,14.196,14.104,13.884,14.186,2.017,1.51,0.328,0.043,0.115,0.115,0,0.583,0.134,0.292,0.328,0.107,0.301,0.197,0.025,0.089,0.113,0.406,0.588,0.409,0.647,0,0.293,0.952,0.317,0.026,0.066,0.167,0.27,0.392,0.578,4.871,0.692,0.076,0.057,0.092,60.215,9.405,0.904,0.137,0.903,2.385,2.99,272.931,0.465,1.473,1.381,0.074,5.358,0.048,0.12,0.831,0.437,4.762,0.012,0,0,0.201,1.192,1.32
473,20030531,Financials,970,0.068831,0.054295,0,0.703,0.725,17.944,2.26,11.309,3.584,12.821,12.762,12.683,12.941,2.108,1.566,0.328,0.044,0.116,0.116,0,0.596,0.137,0.301,0.335,0.143,0.513,0.203,0.026,0.093,0.116,0.433,0.575,0.434,0.648,0,0.335,0.949,0.372,0.026,0.065,0.17,0.182,0.371,0.552,4.819,0.762,0.071,0.056,0.1,59.72,9.407,0.904,0.133,0.903,2.396,3.066,271.295,0.468,1.5,1.415,0.072,5.767,0.046,0.118,0.835,0.428,4.824,0.014,0,0,0.202,0.87,1.224
483,20030630,Financials,969,0.02868,0.004818,0,0.71,0.725,18.133,2.28,11.308,3.696,12.795,12.719,12.636,12.87,2.14,1.593,0.328,0.044,0.116,0.117,0,0.595,0.137,0.301,0.335,0.143,0.505,0.204,0.026,0.093,0.116,0.432,0.576,0.434,0.648,0,0.34,0.949,0.372,0.025,0.065,0.17,0.191,0.371,0.552,4.83,0.76,0.071,0.056,0.1,59.746,9.411,0.904,0.134,0.903,2.42,3.08,272.009,0.468,1.5,1.415,0.072,5.788,0.046,0.118,0.835,0.429,4.691,0.014,0,0,0.202,0.87,1.219
493,20030731,Financials,966,0.05527,0.045756,0,0.732,0.723,18.843,2.21,11.275,3.858,13.451,13.303,13.226,13.558,2.242,1.676,0.328,0.044,0.116,0.117,0,0.596,0.137,0.3,0.335,0.132,0.479,0.203,0.026,0.093,0.116,0.435,0.574,0.438,0.649,0,0.353,0.948,0.41,0.026,0.065,0.171,0.189,0.388,0.56,4.853,0.766,0.071,0.057,0.1,59.746,9.428,0.904,0.135,0.903,2.445,3.098,271.835,0.483,1.534,1.502,0.072,5.713,0.046,0.118,0.836,0.43,4.691,0.013,0,0,0.202,0.905,1.32
503,20030831,Financials,958,0.02191,-0.003843,0,0.723,0.644,19.078,2.18,11.249,3.64,13.599,13.519,13.271,13.586,2.256,1.647,0.327,0.044,0.117,0.117,0,0.616,0.14,0.305,0.341,0.165,0.449,0.209,0.026,0.093,0.117,0.429,0.581,0.431,0.643,0,0.383,0.949,0.365,0.026,0.065,0.174,0.19,0.455,0.595,4.869,0.755,0.071,0.056,0.098,61.075,9.463,0.904,0.134,0.903,2.638,3.513,282.167,0.661,1.599,1.57,0.07,4.587,0.047,0.117,0.819,0.428,4.155,0.013,0,0,0.205,0.753,1.322
513,20030930,Financials,958,0.017604,0.006246,0,0.74,0.642,19.228,2.23,11.226,3.731,13.63,13.531,13.409,13.636,2.261,1.668,0.327,0.044,0.117,0.117,0,0.617,0.14,0.306,0.341,0.165,0.449,0.21,0.026,0.094,0.117,0.429,0.581,0.431,0.643,0,0.383,0.949,0.347,0.026,0.065,0.174,0.188,0.463,0.579,4.826,0.755,0.071,0.056,0.098,61.3,9.47,0.905,0.134,0.903,2.702,3.576,282.167,0.519,1.56,1.495,0.07,4.587,0.047,0.117,0.818,0.428,4.155,0.012,0,0,0.205,0.739,1.301
523,20031031,Financials,961,0.065558,0.071383,0,0.775,0.64,20.336,2.11,11.227,3.958,14.486,14.387,14.119,14.409,2.396,1.791,0.327,0.044,0.117,0.117,0,0.617,0.141,0.306,0.342,0.165,0.449,0.21,0.026,0.094,0.117,0.43,0.58,0.431,0.644,0,0.383,0.948,0.347,0.026,0.065,0.175,0.189,0.463,0.579,4.819,0.756,0.071,0.056,0.098,61.125,9.454,0.904,0.134,0.903,2.727,3.576,282.167,0.519,1.56,1.495,0.07,4.496,0.047,0.117,0.817,0.429,4.155,0.012,0,0,0.205,0.802,1.406
533,20031130,Financials,955,0.034945,0.006303,0,0.795,0.604,20.679,2.05,11.421,3.159,14.793,14.728,14.437,14.75,2.463,1.804,0.327,0.044,0.117,0.117,0,0.632,0.144,0.314,0.349,0.209,0.421,0.212,0.026,0.095,0.116,0.436,0.573,0.441,0.646,0,0.343,0.952,0.459,0.024,0.061,0.18,0.193,0.582,0.561,4.819,0.77,0.066,0.054,0.099,61.728,9.429,0.904,0.135,0.903,3.215,3.957,245.281,0.562,1.444,1.431,0.069,4.035,0.036,0.114,0.8,0.418,4.45,0.002,0,0,0.207,0.679,1.433
